Name,DoB,Age,Height,Weight,BMI,Reach,HR_Ratio,Style,City,Country,From,Trains
Bartosz Fabinski,1986-04-26,32,72,170,23.053626543209877,75.0,1.0416666666666667,Orthodox,Warsaw,POL,"Warsaw, POL","Warsaw, POL"
Jonathan Wilson,1987-07-17,31,74,205,26.317567567567572,75.0,1.0135135135135136,Southpaw,San Bernardino,CA,"San Bernardino, CA","San Bernardino, CA"
Teemu Packalen,1987-05-22,31,73,155,20.447551135297424,72.0,0.9863013698630136,Orthodox,Turku,FIN,"Turku, FIN","Turku, FIN"
Chris de la Rocha,1979-05-15,39,75,250,31.24444444444445,80.3,1.0706666666666669,Orthodox,Washougal,WA,"Washougal, WA","Washougal, WA"
Matheus Nicolau,1993-01-06,25,66,125,20.17332415059688,66.0,1.0,--,Rio de Janeiro,BRA,"Rio de Janeiro, BRA","Rio de Janeiro, RJ"
Alex Nicholson,1990-05-02,28,76,185,22.516447368421048,81.0,1.0657894736842106,Orthodox,Orlando,FL,"Orlando, FL","Orlando, FL"
Augusto Mendes,1983-03-03,35,66,135,21.787190082644628,65.0,0.9848484848484848,Orthodox,Glendale,AZ,"Glendale, AZ","Glendale, AZ"
Bojan Mihajlovic,1980-03-30,38,71,205,28.5885736956953,73.0,1.028169014084507,Orthodox,Odzaci,SRB,"Odzaci, SRB","Odzaci, SRB"
Damir Hadzovic,1986-08-08,32,69,155,22.88699852972065,70.0,1.0144927536231885,Orthodox,Gorazde,BIH,"Gorazde, BIH","Gorazde, BIH"
Adam Milstead,1987-07-03,31,75,205,25.620444444444445,76.0,1.0133333333333334,Orthodox,Pittsburgh,PA,"Pittsburgh, PA","Pittsburgh, PA"
Darrell Horcher,1987-07-28,31,70,155,22.23775510204081,70.0,1.0,Southpaw,Shermans Dale,PA,"Shermans Dale, PA","Shermans Dale, PA"
Christian Colombo,1980-07-01,38,77,265,31.42098161578681,80.5,1.0454545454545454,Orthodox,Copenhagen,DNK,"Copenhagen, DNK","Copenhagen, DNK"
Ryan Janes,1981-08-22,37,75,185,23.12088888888889,76.5,1.02,Orthodox,Victoria,BC,"Victoria, BC","Victoria, BC"
Ketlen Vieira,1991-08-26,27,68,135,20.524437716262977,68.0,1.0,Orthodox,Manaus,COL,"Manaus, COL","Manaus, BRA"
Joachim Christensen,1978-11-07,40,75,205,25.620444444444445,76.0,1.0133333333333334,Orthodox,Copenhagen,DNK,"Copenhagen, DNK","Copenhagen, DNK"
Marcin Held,1992-01-18,26,69,155,22.88699852972065,71.5,1.036231884057971,Orthodox,Tychy,POL,"Tychy, POL","Tychy, POL"
Jenel Lausa,1988-08-01,30,65,125,20.798816568047336,68.5,1.053846153846154,Orthodox,Manila,PHL,"Manila, PHL","Manila, PHL"
Viviane Pereira,1993-08-28,25,61,115,21.726686374630475,63.0,1.0327868852459017,Orthodox,Fortaleza,BRA,"Fortaleza, BRA","Fortaleza, CE"
Devin Powell,1988-03-01,30,72,155,21.01948302469136,73.0,1.0138888888888888,Orthodox,South Berwick,ME,"South Berwick, ME","South Berwick, ME"
Irene Aldana,1988-03-26,30,69,135,19.93383742911153,68.5,0.9927536231884058,Orthodox,Guadalajara,MEX,"Guadalajara, MEX","Guadalajara, MEX"
Ashley Yoder,1987-10-20,31,67,115,18.009578970817554,69.5,1.037313432835821,Southpaw,Temecula,CA,"Temecula, CA","Temecula, CA"
Matt Schnell,1990-01-15,28,68,125,19.004108996539788,70.0,1.0294117647058822,Orthodox,Shreveport,LA,"Shreveport, LA","Shreveport, LA"
JJ Aldrich,1992-09-29,26,65,115,19.13491124260355,67.5,1.0384615384615383,Southpaw,Westminster,CO,"Westminster, CO","Westminster, CO"
Ricardo Ramos,1995-08-01,23,69,135,19.93383742911153,72.0,1.0434782608695652,Orthodox,Campinas,BRA,"Campinas, BRA","Campinas, SP"
Jordan Johnson,1988-11-18,30,74,205,26.317567567567572,79.0,1.0675675675675675,Orthodox,San Diego,CA,"San Diego, CA","San Diego, CA"
Jeremy Kimball,1991-01-03,27,72,205,27.79996141975309,72.0,1.0,Switch,Colorado Springs,CO,"Colorado Springs, CO","Colorado Springs, CO"
Jarred Brooks,1993-05-02,25,63,125,22.140337616528093,62.0,0.984126984126984,Switch,Warsaw,IN,"Warsaw, IN","Warsaw, IN"
Justin Willis,1987-07-19,31,73,264,34.826796772377556,78.0,1.0684931506849316,Southpaw,San Jose,CA,"San Jose, CA","San Jose, CA"
Paulo Costa,1991-04-21,27,73,185,24.405141677613067,72.0,0.9863013698630136,--,Contagem,BRA,"Contagem, BRA","Contagem, MG"
Davi Ramos,1986-11-05,32,66,155,25.014921946740127,70.0,1.0606060606060606,Orthodox,Rio de Janeiro,BRA,"Rio de Janeiro, BRA","Rio de Janeiro, RJ"
Ashkan Mokhtarian,1985-09-15,33,66,125,20.17332415059688,67.0,1.0151515151515151,Southpaw,Wentworthville,AUS,"Wentworthville, AUS","Wentworthville, NSW"
Tom Duquesnoy,1993-06-21,25,67,135,21.14167966139452,68.0,1.0149253731343284,Orthodox,Paris,FRA,"Paris, FRA","Paris, FRA"
Jared Gordon,1988-09-06,30,69,155,22.88699852972065,68.0,0.9855072463768116,Orthodox,Queens,NY,"Queens, NY","Queens, NY"
Rashad Coulter,1981-11-27,37,71,205,28.5885736956953,76.0,1.0704225352112675,Orthodox,Dallas,TX,"Dallas, TX","Dallas, TX"
Justin Gaethje,1988-11-14,30,71,155,21.61575084308669,70.0,0.9859154929577464,Orthodox,Safford,AZ,"Safford, AZ","Safford, AZ"
Junior Albini,1991-03-15,27,75,264,32.99413333333333,74.0,0.9866666666666668,Orthodox,Paranagua,BRA,"Paranagua, BRA","Paranagua, PR"
Ji Yeon Kim,1989-10-18,29,67,125,19.575629316106035,72.0,1.0746268656716418,Orthodox,Incheon,KOR,"Incheon, KOR","Incheon, KOR"
Rolando Dy,1990-08-11,28,68,145,22.044766435986162,69.5,1.0220588235294117,Orthodox,Paranaque City,PHL,"Paranaque City, PHL","Paranaque City, PHL"
Frank Camacho,1989-05-18,29,70,170,24.38979591836735,73.0,1.042857142857143,Orthodox,Saipan,MNP,"Saipan, MNP","Saipan, MNP"
Dominick Reyes,1989-12-26,29,76,205,24.95065789473684,77.0,1.013157894736842,Southpaw,Victorville,CA,"Victorville, CA","Victorville, CA"
Cody Stamann,1989-11-09,29,66,135,21.787190082644628,64.5,0.9772727272727272,Orthodox,Sparta,MI,"Sparta, MI","Sparta, MI"
Terrion Ware,1986-03-31,32,68,135,20.524437716262977,71.0,1.0441176470588236,Orthodox,Hawthorne,CA,"Hawthorne, CA","Hawthorne, CA"
Calvin Kattar,1988-03-26,30,71,145,20.221186272564967,72.0,1.0140845070422535,Orthodox,Methuen,MA,"Methuen, MA","Methuen, MA"
Julio Arce,1989-10-27,29,67,145,22.707730006683008,70.0,1.044776119402985,Southpaw,Bayside,NY,"Bayside, NY","Bayside, NY"
Alexandra Albu,1990-07-14,28,62,115,21.031477627471386,63.0,1.0161290322580645,Orthodox,Moscow,RUS,"Moscow, RUS","Moscow, RUS"
Nathan Coy,1978-07-24,40,70,170,24.38979591836735,69.5,0.9928571428571428,Southpaw,Coconut Creek,FL,"Coconut Creek, FL","Coconut Creek, FL"
Kurt Holobaugh,1986-09-08,32,71,145,20.221186272564967,73.0,1.028169014084507,Orthodox,Amite,LA,"Amite, LA","Amite, LA"
Sabah Homasi,1988-10-19,30,72,170,23.053626543209877,72.0,1.0,Orthodox,Coconut Creek,FL,"Coconut Creek, FL","Coconut Creek, FL"
Keith Berish,1985-11-14,33,72,205,27.79996141975309,73.5,1.0208333333333333,Orthodox,Kingston,NY,"Kingston, NY","Kingston, NY"
Mickael Lebout,1987-08-16,31,71,155,21.61575084308669,73.0,1.028169014084507,Orthodox,Paris,FRA,"Paris, FRA","Paris, FRA"
Magomed Mustafaev,1988-08-02,30,68,155,23.565095155709344,71.0,1.0441176470588236,Orthodox,Grozny,RUS,"Grozny, RUS","Grozny, RUS"
Ryan Hall,1985-02-22,33,70,155,22.23775510204081,71.0,1.0142857142857142,--,Falls Church,VA,"Falls Church, VA","Falls Church, VA"
Julian Erosa,1989-07-31,29,73,155,20.447551135297424,75.0,1.0273972602739727,Southpaw,Yakima,WA,"Yakima, WA","Yakima, WA"
Damian Grabowski,1980-05-12,38,73,241,31.79264402326891,75.0,1.0273972602739727,Orthodox,Opole,POL,"Opole, POL","Opole, POL"
Jessin Ayari,1992-05-31,26,72,155,21.01948302469136,73.5,1.0208333333333333,Orthodox,Nuremberg,DEU,"Nuremberg, DEU","Nuremberg, BY"
Jonathan Meunier,1987-08-04,31,75,170,21.246222222222226,75.0,1.0,Switch,Quebec City,PQ,"Quebec City, PQ","Quebec City, PQ"
Josh Stansbury,1984-11-19,34,74,205,26.317567567567572,74.0,1.0,--,East Liverpool,OH,"East Liverpool, OH","East Liverpool, OH"
Felipe Silva,1984-05-08,34,72,155,21.01948302469136,77.0,1.0694444444444444,Orthodox,Juiz de Fora,BRA,"Juiz de Fora, BRA","Juiz de Fora, MG"
Jason Gonzalez,1990-02-28,28,74,155,19.89864864864865,74.0,1.0,Southpaw,Rancho Cucamonga,CA,"Rancho Cucamonga, CA","Rancho Cucamonga, CA"
Veronica Macedo,1995-10-30,23,64,125,21.453857421875,64.0,1.0,Southpaw,Caracas,VEN,"Caracas, VEN","Caracas, VEN"
Jamie Moyle,1989-03-17,29,61,115,21.726686374630475,65.0,1.0655737704918034,Orthodox,Las Vegas,NV,"Las Vegas, NV","Las Vegas, NV"
Charlie Ward,1980-12-17,38,71,170,23.70759769886927,73.5,1.0352112676056338,Orthodox,Mountmellick,IRL,"Mountmellick, IRL","Mountmellick, IRL"
Gadzhimurad Antigulov,1987-02-09,31,71,205,28.5885736956953,70.5,0.9929577464788732,Orthodox,Makhachkala,RUS,"Makhachkala, RUS","Makhachkala, RUS"
Martin Bravo,1993-09-21,25,68,145,22.044766435986162,71.5,1.0514705882352942,Southpaw,Rosarito,MEX,"Rosarito, MEX","Rosarito, MEX"
Claudio Puelles,1996-04-21,22,71,155,21.61575084308669,72.0,1.0140845070422535,Southpaw,Lima,PER,"Lima, PER","Lima, PER"
Brian Camozzi,1991-06-24,27,74,170,21.824324324324326,78.0,1.054054054054054,Orthodox,Englewood,CO,"Englewood, CO","Englewood, CO"
Dmitry Sosnovskiy,1989-07-06,29,75,240,29.99466666666667,77.0,1.0266666666666666,Orthodox,Moscow,RUS,"Moscow, RUS","Moscow, RUS"
Marcel Fortuna,1985-10-22,33,73,205,27.043535372490147,74.0,1.0136986301369864,Orthodox,Tubarao,BRA,"Tubarao, BRA","Tubarao, SC"
Gavin Tucker,1986-06-17,32,66,145,23.401056014692372,66.0,1.0,Southpaw,Halifax,NS,"Halifax, NS","Halifax, NS"
Gina Mazany,1988-08-19,30,66,135,21.787190082644628,68.5,1.0378787878787878,Southpaw,Las Vegas,NV,"Las Vegas, NV","Las Vegas, NV"
Daniel Spitz,1990-07-31,28,79,245,27.59734016984457,82.0,1.0379746835443038,Orthodox,Spokane,WA,"Spokane, WA","Spokane, WA"
Magomed Bibulatov,1988-08-22,30,65,125,20.798816568047336,65.5,1.0076923076923077,Orthodox,Grozny,RUS,"Grozny, RUS","Grozny, RUS"
Luke Jumeau,1988-02-12,30,71,170,23.70759769886927,72.0,1.0140845070422535,Orthodox,Hamilton,NZL,"Hamilton, NZL","Hamilton, NZL"
Adam Wieczorek,1992-02-05,26,77,250,29.642435486591328,81.0,1.051948051948052,Orthodox,Chorzow,POL,"Chorzow, POL","Chorzow, POL"
Charles Byrd,1983-10-11,35,70,185,26.54183673469388,73.0,1.042857142857143,Orthodox,Dallas,TX,"Dallas, TX","Dallas, TX"
Aleksandar Rakic,1992-02-06,26,76,205,24.95065789473684,78.0,1.0263157894736843,Orthodox,Vienna,AUT,"Vienna, AUT","Vienna, AUT"
Joseph Morales,1994-08-22,24,66,125,20.17332415059688,69.0,1.0454545454545454,Switch,Sacramento,CA,"Sacramento, CA","Sacramento, CA"
Gokhan Saki,1983-10-19,35,72,205,27.79996141975309,73.0,1.0138888888888888,Orthodox,Kars,TUR,"Kars, TUR","Kars, TUR"
Syuri Kondo,1989-02-08,29,64,115,19.737548828125,66.5,1.0390625,Orthodox,Tokyo,JPN,"Tokyo, JPN","Tokyo, JPN"
Arjan Bhullar,1986-05-13,32,73,245,32.320322762244324,75.5,1.0342465753424657,Orthodox,Vancouver,BC,"Vancouver, BC","--, IND"
Daichi Abe,1991-11-27,27,71,170,23.70759769886927,71.0,1.0,Orthodox,Tokyo,JPN,"Tokyo, JPN","Tokyo, JPN"
Karl Roberson,1990-10-04,28,73,185,24.405141677613067,74.0,1.0136986301369864,Southpaw,Neptune,NJ,"Neptune, NJ","Neptune, NJ"
Ricky Simon,1992-08-31,26,66,135,21.787190082644628,69.0,1.0454545454545454,Orthodox,Vancouver,WA,"Vancouver, WA","Vancouver, WA"
Ramazan Emeev,1987-05-23,31,70,170,24.38979591836735,76.0,1.0857142857142856,Southpaw,Makhachkala,RUS,"Makhachkala, RUS","Makhachkala, RUS"
Oskar Piechota,1990-01-24,28,72,185,25.087770061728396,76.0,1.0555555555555556,Southpaw,Gdynia,POL,"Gdynia, POL","Gdynia, POL"
Mads Burnell,1994-03-06,24,68,145,22.044766435986162,69.0,1.0147058823529411,Orthodox,Copenhagen,DNK,"Copenhagen, DNK","Copenhagen, DNK"
Mike Santiago,1989-07-28,29,70,145,20.803061224489795,69.0,0.9857142857142858,Orthodox,Chicago,IL,"Chicago, IL","Chicago, IL"
Joe Ellenberger,1985-03-28,33,69,155,22.88699852972065,72.0,1.0434782608695652,Orthodox,Omaha,NE,"Omaha, NE","Omaha, NE"
Chris Holdsworth,1987-10-24,31,71,135,18.826621702043248,71.0,1.0,--,Sacramento,CA,"Sacramento, CA","Sacramento, CA"
Tonya Evinger,1981-06-04,37,67,135,21.14167966139452,70.0,1.044776119402985,Orthodox,Houston,TX,"Houston, TX","Houston, TX"
Jesse Taylor,1983-01-02,35,72,170,23.053626543209877,73.0,1.0138888888888888,Orthodox,San Diego,CA,"San Diego, CA","San Diego, CA"
Larissa Pacheco,1994-09-07,24,67,135,21.14167966139452,69.0,1.0298507462686568,Orthodox,Marituba,BRA,"Marituba, BRA","Marituba, PA"
Justin Jones,1987-09-06,31,71,185,25.799444554651853,78.5,1.1056338028169015,Orthodox,San Diego,CA,"San Diego, CA","San Diego, CA"
Daniel Jolly,1984-09-03,34,73,205,27.043535372490147,75.0,1.0273972602739727,Orthodox,Austin,TX,"Austin, TX","Austin, TX"
Abdul-Kerim Edilov,1991-11-25,27,74,205,26.317567567567572,78.0,1.054054054054054,Orthodox,Grozny,RUS,"Grozny, RUS","Grozny, RUS"
Jarjis Danho,1983-10-15,35,75,265,33.11911111111111,74.5,0.9933333333333332,Orthodox,Nuremberg,DEU,"Nuremberg, DEU","Nuremberg, BY"
Mike Jackson,1985-03-22,33,74,170,21.824324324324326,,,Orthodox,Houston,TX,"Houston, TX","Houston, TX"
Alberto Uda,1984-08-08,34,75,185,23.12088888888889,77.5,1.0333333333333334,Orthodox,Blumenau,BRA,"Blumenau, BRA","Blumenau, SC"
CM Punk,1978-10-26,40,73,170,22.426346406455245,73.0,1.0,Orthodox,Chicago,IL,"Chicago, IL","Chicago, IL"
Michael McBride,1986-03-09,32,73,155,20.447551135297424,75.0,1.0273972602739727,Orthodox,Webster City,IA,"Webster City, IA","Webster City, IA"
Kwan Ho Kwak,1989-06-18,29,65,135,22.46272189349112,70.0,1.0769230769230769,Switch,Seoul,KOR,"Seoul, KOR","Seoul, KOR"
Aiemann Zahabi,1987-11-19,31,68,135,20.524437716262977,68.5,1.0073529411764706,Orthodox,Montreal,PQ,"Montreal, PQ","Montreal, PQ"
Michel Quinones,1984-12-22,34,70,155,22.23775510204081,73.0,1.042857142857143,Orthodox,Coral Springs,FL,"Coral Springs, FL","Coral Springs, FL"
Pearl Gonzalez,1986-08-12,32,64,115,19.737548828125,68.0,1.0625,Orthodox,Chicago,IL,"Chicago, IL","Chicago, IL"
Naoki Inoue,1997-06-14,21,69,125,18.457256878806973,71.0,1.0289855072463767,Orthodox,Toyohashi,JPN,"Toyohashi, JPN","Toyohashi, JPN"
Aspen Ladd,1995-03-01,23,66,135,21.787190082644628,66.0,1.0,Orthodox,El Dorado Hills,CA,"El Dorado Hills, CA","El Dorado Hills, CA"
Oliver Enkamp,1991-08-10,27,72,170,23.053626543209877,77.0,1.0694444444444444,Switch,Stockholm,SWE,"Stockholm, SWE","Stockholm, SWE"
Trevin Giles,1992-08-06,26,72,185,25.087770061728396,74.0,1.0277777777777777,Orthodox,Houston,TX,"Houston, TX","Houston, TX"
James Bochnovic,1989-02-13,29,76,205,24.95065789473684,81.0,1.0657894736842106,Orthodox,Kenosha,WI,"Kenosha, WI","Kenosha, WI"
Danny Henry,1988-07-17,30,72,145,19.663387345679013,73.0,1.0138888888888888,Orthodox,Edinburgh,GBR,"Edinburgh, GBR","Edinburgh, GBR"
Daniel Teymur,1988-02-03,30,65,145,24.126627218934907,69.0,1.0615384615384615,Orthodox,Stockholm,SWE,"Stockholm, SWE","Stockholm, SWE"
Abu Azaitar,1986-03-10,32,69,185,27.316740180634323,76.0,1.1014492753623188,Orthodox,Rabat,MAR,"Rabat, MAR","Rabat, MAR"
Martin Day,1988-11-10,30,70,135,19.368367346938776,73.5,1.05,Orthodox,Kailua,HI,"Kailua, HI","Kailua, HI"
Rob Wilkinson,1992-02-22,26,75,185,23.12088888888889,80.0,1.0666666666666669,Orthodox,Sydney,AUS,"Sydney, AUS","Sydney, NSW"
Daniel Spohn,1984-10-12,34,76,205,24.95065789473684,79.0,1.0394736842105263,Southpaw,Columbus,OH,"Columbus, OH","Columbus, OH"
Tina Lahdemaki,1988-05-28,30,62,115,21.031477627471386,62.0,1.0,Orthodox,Hyvinkaa,FIN,"Hyvinkaa, FIN","Hyvinkaa, FIN"
Martin Buschkamp,1991-01-06,27,69,145,21.41041797941609,70.0,1.0144927536231885,Orthodox,Tuttlingen,DEU,"Tuttlingen, DEU","Tuttlingen, BW"
Cindy Dandois,1984-10-26,34,67,135,21.14167966139452,68.5,1.0223880597014925,Orthodox,Deurne,BEL,"Deurne, BEL","Deurne, BEL"
James Mulheron,1988-02-20,30,70,243,34.8630612244898,73.0,1.042857142857143,Orthodox,South Shields,GBR,"South Shields, GBR","South Shields, GBR"
Amanda Lemos,1987-05-22,31,64,135,23.170166015625,65.0,1.015625,Southpaw,Belem,BRA,"Belem, BRA","Belem, PA"
Boston Salmon,1990-11-20,28,69,135,19.93383742911153,69.0,1.0,Southpaw,Las Vegas,NV,"Las Vegas, NV","Las Vegas, NV"
Nick Roehrick,1987-07-06,31,74,205,26.317567567567572,75.5,1.0202702702702702,Orthodox,Denver,CO,"Denver, CO","Denver, CO"
Tom Gallicchio,1986-09-23,32,70,170,24.38979591836735,73.0,1.042857142857143,Southpaw,Temecula,CA,"Temecula, CA","Temecula, CA"
Jamelle Jones,1988-01-31,30,72,205,27.79996141975309,75.0,1.0416666666666667,Orthodox,Coeur d'Alene,ID,"Coeur d'Alene, ID","Coeur d'Alene, ID"
Peter Petties,1990-12-20,28,71,145,20.221186272564967,72.0,1.0140845070422535,Southpaw,Camp Springs,MD,"Camp Springs, MD","Camp Springs, MD"
Kevin Gray,1985-05-03,33,64,125,21.453857421875,67.0,1.046875,Orthodox,Omaha,NE,"Omaha, NE","Omaha, NE"
Donavon Frelow,1985-01-20,33,67,135,21.14167966139452,,,Orthodox,Las Vegas,NV,"Las Vegas, NV","Las Vegas, NV"
Everett Sims,1988-09-04,30,77,260,30.828132906054982,77.5,1.0064935064935066,Southpaw,Coconut Creek,FL,"Coconut Creek, FL","Coconut Creek, FL"
Shelton Graves,1985-10-23,33,74,255,32.736486486486484,76.0,1.027027027027027,Southpaw,Belcamp,MD,"Belcamp, MD","Belcamp, MD"
Grant Dawson,1994-02-20,24,70,145,20.803061224489795,,,Switch,Lee's Summit,MO,"Lee's Summit, MO","Lee's Summit, MO"
Adrian Diaz,1988-04-26,30,70,145,20.803061224489795,,,Southpaw,Stockton,CA,"Stockton, CA","Stockton, CA"
Karl Reed,1988-10-27,30,75,205,25.620444444444445,78.0,1.04,Orthodox,Simpsonville,SC,"Simpsonville, SC","Simpsonville, SC"
Cameron Olson,1989-11-22,29,73,205,27.043535372490147,75.0,1.0273972602739727,Orthodox,Milwaukee,WI,"Milwaukee, WI","Milwaukee, WI"
Tiffany Masters,1994-07-31,24,63,115,20.369110607205844,65.0,1.031746031746032,Orthodox,Fond du Lac,WI,"Fond du Lac, WI","Fond du Lac, WI"
Jamie Colleen,1985-11-02,33,63,115,20.369110607205844,65.0,1.031746031746032,Orthodox,Philadelphia,PA,"Philadelphia, PA","Philadelphia, PA"
Randall Wallace,1989-03-01,29,71,185,25.799444554651853,73.0,1.028169014084507,Orthodox,Oakdale,CA,"Oakdale, CA","Oakdale, CA"
