Key,Year,Period,Title,Title_Year,Juan_Rating,Type,Released,Runtime,genres,IMDB_Rating,Votes,Rating_Diff,Top_Genre
447,2017,Summer,It Comes at Night,,9.2,movie,2017,91,"Horror,Mystery",6.2,64729.0,2.999999999999999,Horror
448,2017,Summer,Afro Samurai: Resurrection,,6.6,tvMovie,2009,97,"Action,Adventure,Animation",7.3,7570.0,-0.7000000000000002,Action
450,2017,Summer,Wonder Woman,,9.5,movie,2017,141,"Action,Adventure,Fantasy",7.5,456481.0,2.0,Action
461,2017,Summer,The Host,,8.2,movie,2013,125,"Action,Adventure,Drama",5.9,103921.0,2.299999999999999,Action
465,2017,Summer,Sky Ladder: The Art of Cai Guo-Qiang,,9.8,movie,2016,76,Documentary,7.4,807.0,2.4000000000000004,Documentary
467,2017,Summer,Don't Think Twice,,8.7,movie,2016,92,"Comedy,Drama",6.7,14666.0,1.9999999999999991,Comedy
468,2017,Summer,Central Intelligence,,6.8,movie,2016,107,"Action,Comedy,Crime",6.3,130658.0,0.5,Action
469,2017,Summer,Captain Underpants: The First Epic Movie,,8.8,movie,2017,89,"Action,Animation,Comedy",6.2,20838.0,2.6000000000000005,Action
470,2017,Summer,A Case of You,,4.0,movie,2013,89,"Comedy,Romance",5.7,10403.0,-1.7000000000000002,Comedy
471,2017,Summer,Finding Dory,,8.2,movie,2016,97,"Adventure,Animation,Comedy",7.3,204672.0,0.8999999999999995,Adventure
472,2017,Summer,Henry: Portrait of a Serial Killer,,6.3,movie,1989,83,"Biography,Crime,Drama",7.0,27568.0,-0.7000000000000002,Biography
474,2017,Summer,Begin Again,,7.5,movie,2013,104,"Comedy,Drama,Music",7.4,126706.0,0.09999999999999964,Comedy
475,2017,Summer,The Handmaiden,,8.8,movie,2016,144,"Drama,Romance,Thriller",8.1,71356.0,0.7000000000000011,Drama
484,2017,Summer,The Hero,,7.9,movie,2017,96,"Comedy,Drama,Romance",6.5,6293.0,1.4000000000000004,Comedy
493,2017,Summer,Clown,,2.0,movie,2014,100,"Drama,Fantasy,Horror",5.7,18924.0,-3.7,Drama
495,2017,Summer,Baby Driver,,9.8,movie,2017,112,"Action,Crime,Drama",7.6,339881.0,2.200000000000001,Action
496,2017,Summer,The Little Hours,,6.5,movie,2017,90,"Comedy,Romance",5.8,13044.0,0.7000000000000002,Comedy
497,2017,Summer,Kevin Hart: Laugh at My Pain,,8.3,movie,2011,89,"Comedy,Documentary",7.4,4814.0,0.9000000000000004,Comedy
498,2017,Summer,The Big Sick,,9.7,movie,2017,120,"Comedy,Drama,Romance",7.6,98353.0,2.0999999999999996,Comedy
499,2017,Summer,Tour de Pharmacy,,6.0,tvMovie,2017,39,"Comedy,Sport",7.1,7253.0,-1.0999999999999996,Comedy
500,2017,Summer,Wreckers,,6.6,movie,2011,85,Drama,6.0,2436.0,0.5999999999999996,Drama
501,2017,Summer,War for the Planet of the Apes,,8.7,movie,2017,140,"Action,Adventure,Drama",7.5,191310.0,1.1999999999999993,Action
504,2017,Summer,Conspiracy,,8.0,tvMovie,2001,96,"Biography,Drama,History",7.8,16110.0,0.20000000000000018,Biography
512,2017,Summer,Area 51,,3.0,movie,2015,91,"Horror,Sci-Fi,Thriller",4.2,11191.0,-1.2000000000000002,Horror
526,2017,Summer,The Monster,,7.0,movie,2016,91,"Drama,Fantasy,Horror",5.4,12263.0,1.5999999999999996,Drama
528,2017,Summer,Kevin Hart: I'm a Grown Little Man,,7.5,tvSpecial,2009,73,"Comedy,Documentary",7.7,3015.0,-0.20000000000000018,Comedy
529,2017,Summer,Kevin Hart: Seriously Funny,,8.0,tvSpecial,2010,72,"Comedy,Documentary",7.6,3933.0,0.40000000000000036,Comedy
530,2017,Summer,Medicine for Melancholy,,7.0,movie,2008,88,"Drama,Romance",6.7,1770.0,0.2999999999999998,Drama
531,2017,Summer,Comet,,7.8,movie,2014,91,"Comedy,Drama,Romance",6.8,15831.0,1.0,Comedy
532,2017,Summer,Chef,,8.6,movie,2014,114,"Adventure,Comedy,Drama",7.3,169256.0,1.2999999999999998,Adventure
536,2017,Fall,Dunkirk,,8.5,movie,2017,106,"Action,Drama,History",7.9,437838.0,0.5999999999999996,Action
537,2017,Fall,Spider-Man: Homecoming,,8.8,movie,2017,133,"Action,Adventure,Sci-Fi",7.5,379779.0,1.3000000000000007,Action
538,2017,Fall,"Two Days, One Night",,8.3,movie,2014,95,Drama,7.3,40444.0,1.0000000000000009,Drama
539,2017,Fall,The Incredible Jessica James,,7.2,movie,2017,85,Comedy,6.5,4806.0,0.7000000000000002,Comedy
540,2017,Fall,Logan Lucky,,8.8,movie,2017,118,"Comedy,Crime,Drama",7.0,99343.0,1.8000000000000007,Comedy
541,2017,Fall,Bob Roberts,,8.4,movie,1992,102,"Comedy,Drama",7.0,12443.0,1.4000000000000004,Comedy
542,2017,Fall,Hasan Minhaj: Homecoming King,,9.7,tvSpecial,2017,73,"Comedy,Documentary",8.2,4148.0,1.5,Comedy
548,2017,Fall,It,,8.2,movie,2017,135,"Horror,Thriller",7.4,327529.0,0.7999999999999989,Horror
552,2017,Fall,Marc Maron: Too Real,,8.1,tvSpecial,2017,70,Comedy,7.1,1095.0,1.0,Comedy
553,2017,Fall,Mother!,,7.5,movie,2017,121,"Drama,Horror,Mystery",6.6,143601.0,0.9000000000000004,Drama
554,2017,Fall,Sin City: A Dame to Kill For,,5.3,movie,2014,102,"Crime,Thriller",6.5,136834.0,-1.2000000000000002,Crime
555,2017,Fall,Trevor Noah: African American,,7.7,tvSpecial,2013,69,Comedy,7.3,1053.0,0.40000000000000036,Comedy
556,2017,Fall,Trevor Noah: Afraid of the Dark,,8.0,tvSpecial,2017,67,Comedy,7.1,3018.0,0.9000000000000004,Comedy
558,2017,Fall,Battle of the Sexes,,8.2,movie,2017,121,"Biography,Comedy,Drama",6.7,39847.0,1.4999999999999991,Biography
559,2017,Fall,Kingsman: The Golden Circle,,6.1,movie,2017,141,"Action,Adventure,Comedy",6.8,214508.0,-0.7000000000000002,Action
560,2017,Fall,While We're Young,,5.2,movie,2014,97,"Comedy,Drama,Mystery",6.3,40160.0,-1.0999999999999996,Comedy
561,2017,Fall,Blade Runner,,9.1,movie,1982,117,"Sci-Fi,Thriller",8.2,610599.0,0.9000000000000004,Sci-Fi
563,2017,Fall,Blade Runner 2049,,9.5,movie,2017,164,"Drama,Mystery,Sci-Fi",8.0,353392.0,1.5,Drama
568,2017,Fall,The Room,,6.3,movie,2003,99,Drama,3.7,68622.0,2.5999999999999996,Drama
585,2017,Fall,Tales of Halloween,,3.8,movie,2015,92,"Comedy,Horror",5.5,9847.0,-1.7000000000000002,Comedy
587,2017,Fall,Truman,,9.8,movie,2015,108,"Comedy,Drama",7.3,9689.0,2.500000000000001,Comedy
588,2017,Fall,Man on the Moon,,6.5,movie,1999,118,"Biography,Comedy,Drama",7.4,114723.0,-0.9000000000000004,Biography
591,2017,Fall,New Nightmare,,6.1,movie,1994,112,"Fantasy,Horror,Mystery",6.5,45112.0,-0.40000000000000036,Fantasy
592,2017,Fall,The Tokyo Project,,3.2,video,1988,53,Animation,5.5,24.0,-2.3,Animation
593,2017,Fall,Thor: Ragnarok,,9.0,movie,2017,130,"Action,Adventure,Comedy",7.9,416850.0,1.0999999999999996,Action
594,2017,Fall,They Call It Myanmar: Lifting the Curtain,,8.4,movie,2012,84,"Documentary,History,News",7.0,282.0,1.4000000000000004,Documentary
595,2017,Fall,A Time to Kill,,6.7,movie,1996,149,"Crime,Drama,Thriller",7.4,116490.0,-0.7000000000000002,Crime
598,2017,Fall,Atomic Blonde,,6.3,movie,2017,115,"Action,Mystery,Thriller",6.7,141146.0,-0.40000000000000036,Action
600,2017,Fall,Mascots,,2.8,movie,2016,89,Comedy,5.7,5933.0,-2.9000000000000004,Comedy
601,2017,Fall,Mike Birbiglia: What I Should Have Said Was Nothing,,9.5,tvSpecial,2008,60,Comedy,7.6,1315.0,1.9000000000000004,Comedy
605,2017,Fall,Coco,,9.4,movie,2017,105,"Adventure,Animation,Comedy",8.4,246467.0,1.0,Adventure
607,2017,Fall,"Three Billboards Outside Ebbing, Missouri",,9.6,movie,2017,115,"Comedy,Crime,Drama",8.2,307249.0,1.4000000000000004,Comedy
608,2017,Fall,Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits,,8.7,tvSpecial,2017,66,"Comedy,Documentary",7.9,6538.0,0.7999999999999989,Comedy
609,2017,Fall,Mike Birbiglia: Thank God for Jokes,,9.2,tvSpecial,2017,,Comedy,7.4,1593.0,1.799999999999999,Comedy
610,2017,Fall,Lady Bird,,9.4,movie,2017,94,"Comedy,Drama",7.5,159647.0,1.9000000000000004,Comedy
611,2017,Fall,Star Wars: The Last Jedi,,6.5,movie,2017,152,"Action,Adventure,Fantasy",7.2,435298.0,-0.7000000000000002,Action
613,2017,Fall,Kobe Bryant's Muse,,7.3,tvSpecial,2015,105,"Biography,Documentary,Sport",8.0,970.0,-0.7000000000000002,Biography
615,2017,Fall,Bright,,6.1,movie,2017,117,"Action,Crime,Fantasy",6.4,140480.0,-0.3000000000000007,Action
619,2017,Fall,The Shape of Water,,9.4,movie,2017,123,"Adventure,Drama,Fantasy",7.4,275942.0,2.0,Adventure
620,2018,Spring,Dave Chappelle: Equanimity,,9.0,tvSpecial,2017,64,"Comedy,Documentary",8.1,4683.0,0.9000000000000004,Comedy
621,2018,Spring,Judd Apatow: The Return,,6.8,tvSpecial,2017,69,Comedy,6.2,962.0,0.5999999999999996,Comedy
622,2018,Spring,Dave Chappelle: The Bird Revelation,,9.5,tvSpecial,2017,49,"Comedy,Documentary",7.7,3944.0,1.7999999999999998,Comedy
623,2018,Spring,The Disaster Artist,,9.0,movie,2017,104,"Biography,Comedy,Drama",7.4,102755.0,1.5999999999999996,Biography
624,2018,Spring,Polytechnique,,8.6,movie,2009,77,"Crime,Drama,History",7.3,10137.0,1.2999999999999998,Crime
626,2018,Spring,Phantom Thread,,10.0,movie,2017,130,"Drama,Romance",7.5,77350.0,2.5,Drama
627,2018,Spring,Call Me by Your Name,,8.1,movie,2017,132,"Drama,Romance",7.9,137535.0,0.1999999999999993,Drama
628,2018,Spring,Tom Segura: Completely Normal,,8.9,tvSpecial,2014,74,"Comedy,Documentary",7.8,1300.0,1.1000000000000005,Comedy
629,2018,Spring,Tom Segura: Mostly Stories,,8.0,tvSpecial,2016,73,"Comedy,Documentary",7.5,1742.0,0.5,Comedy
630,2018,Spring,Kong: Skull Island,,5.0,movie,2017,118,"Action,Adventure,Fantasy",6.7,222773.0,-1.7000000000000002,Action
631,2018,Spring,Southside with You,,8.6,movie,2016,84,"Biography,Drama,History",6.3,7144.0,2.3,Biography
632,2018,Spring,Chris Rock: Tamborine,,6.8,tvSpecial,2018,64,"Comedy,Documentary",6.5,4108.0,0.2999999999999998,Comedy
633,2018,Spring,Tom Segura: Disgraceful,,9.0,tvSpecial,2018,,"Comedy,Documentary",7.5,1552.0,1.5,Comedy
634,2018,Spring,Free Fire,,7.2,movie,2016,91,"Action,Comedy,Crime",6.4,34012.0,0.7999999999999998,Action
635,2018,Spring,"Oh, Hello on Broadway",,8.7,tvMovie,2017,102,Comedy,7.8,1697.0,0.8999999999999995,Comedy
638,2018,Spring,Black Panther,,9.6,movie,2018,134,"Action,Adventure,Sci-Fi",7.4,434244.0,2.1999999999999993,Action
639,2018,Spring,Rhys Darby: This Way to Spaceship!,,8.3,,,,,,,,
640,2018,Spring,Rhys Darby: Night!,,7.1,,,,,,,,
641,2018,Spring,"I, Tonya",,9.4,movie,2017,120,"Biography,Comedy,Drama",7.5,124748.0,1.9000000000000004,Biography
642,2018,Spring,Rhys Darby: I’m A Fighter Jet,,7.5,,,,,,,,
645,2018,Spring,The Post,,7.0,movie,2017,116,"Biography,Drama,History",7.2,97961.0,-0.20000000000000018,Biography
648,2018,Spring,Darkest Hour,,6.3,movie,2017,125,"Biography,Drama,History",7.4,124338.0,-1.1000000000000005,Biography
649,2018,Spring,Fred Armisen: Standup For Drummers,,3.2,tvSpecial,2018,65,Comedy,5.8,935.0,-2.5999999999999996,Comedy
650,2018,Spring,Akira,,7.7,movie,1988,124,"Action,Animation,Drama",8.1,133433.0,-0.39999999999999947,Action
653,2018,Spring,Bill Burr: Walk Your Way Out,,7.3,tvSpecial,2017,77,"Comedy,Documentary",7.1,3691.0,0.20000000000000018,Comedy
655,2018,Spring,The Trader,,6.2,short,2018,23,"Documentary,Short",6.7,874.0,-0.5,Documentary
656,2018,Spring,Brigsby Bear,,8.3,movie,2017,97,"Comedy,Drama",7.3,12642.0,1.0000000000000009,Comedy
657,2018,Spring,Jerry Seinfeld: 'I'm Telling You for the Last Time',,4.4,tvSpecial,1998,75,"Comedy,Documentary",8.0,4457.0,-3.5999999999999996,Comedy
658,2018,Spring,Christina P: Mother Inferior,,6.5,tvSpecial,2017,,Comedy,6.4,550.0,0.09999999999999964,Comedy
659,2018,Spring,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",,8.4,tvSpecial,2017,60,"Comedy,Documentary",7.1,1631.0,1.3000000000000007,Comedy
660,2018,Spring,Anthony Jeselnik: Thoughts and Prayers,,3.1,video,2015,59,"Comedy,Documentary",7.8,2817.0,-4.699999999999999,Comedy
661,2018,Spring,Garfunkel and Oates: Trying to Be Special,,8.3,tvSpecial,2016,62,Comedy,7.5,594.0,0.8000000000000007,Comedy
662,2018,Spring,The Polka King,,4.3,movie,2017,95,"Biography,Comedy,Drama",5.9,6527.0,-1.6000000000000005,Biography
663,2018,Spring,Louis C.K.: Live at the Comedy Store,,6.7,tvSpecial,2015,66,"Comedy,Documentary",7.8,4797.0,-1.0999999999999996,Comedy
664,2018,Spring,Joe Mande's Award-Winning Comedy Special,,8.8,tvSpecial,2017,66,"Comedy,Documentary",6.0,354.0,2.8000000000000007,Comedy
665,2018,Spring,Ready Player One,,6.3,movie,2018,140,"Action,Adventure,Sci-Fi",7.5,258097.0,-1.2000000000000002,Action
667,2018,Spring,Annihilation,,9.6,movie,2018,115,"Adventure,Drama,Horror",6.9,193608.0,2.6999999999999993,Adventure
668,2018,Spring,The Death of Stalin,,8.0,movie,2017,107,"Comedy,Drama,History",7.2,53714.0,0.7999999999999998,Comedy
671,2018,Spring,Isle of Dogs,,9.1,movie,2018,101,"Adventure,Animation,Comedy",7.9,86492.0,1.1999999999999993,Adventure
674,2018,Spring,A Quiet Place,,9.5,movie,2018,90,"Drama,Horror,Mystery",7.6,247629.0,1.9000000000000004,Drama
675,2018,Spring,Why Him?,,3.1,movie,2016,111,Comedy,6.2,86155.0,-3.1,Comedy
676,2018,Spring,Avengers: Infinity War,,7.8,movie,2018,149,"Action,Adventure,Fantasy",8.5,554171.0,-0.7000000000000002,Action
677,2018,Spring,Café Society,,5.8,movie,2016,96,"Comedy,Drama,Romance",6.6,60019.0,-0.7999999999999998,Comedy
678,2018,Spring,David Cross: Making America Great Again,,8.3,tvSpecial,2016,74,Comedy,6.4,1317.0,1.9000000000000004,Comedy
679,2018,Spring,The Lego Ninjago Movie,,5.0,movie,2017,101,"Action,Adventure,Animation",6.0,16710.0,-1.0,Action
680,2018,Spring,The Jungle Book ,2016.0,7.2,movie,2016,106,"Adventure,Drama,Family",7.4,235133.0,-0.20000000000000018,Adventure
681,2018,Spring,The Carter Effect,,7.3,movie,2017,60,"Documentary,Sport",7.1,767.0,0.20000000000000018,Documentary
682,2018,Spring,First Reformed,,8.7,movie,2017,113,"Drama,Mystery,Thriller",7.1,20130.0,1.5999999999999996,Drama
683,2018,Summer,Solo: A Star Wars Story,,7.4,movie,2018,135,"Action,Adventure,Fantasy",7.0,186115.0,0.40000000000000036,Action
684,2018,Summer,Hari Kondabolu: Warn Your Relatives,,9.0,tvSpecial,2018,67,Comedy,6.6,509.0,2.4000000000000004,Comedy
685,2018,Summer,Hereditary,,9.5,movie,2018,127,"Drama,Horror,Mystery",7.3,116171.0,2.2,Drama
686,2018,Summer,Lupin III: The Castle of Cagliostro,,8.1,movie,1979,100,"Adventure,Animation,Family",7.7,20837.0,0.39999999999999947,Adventure
687,2018,Summer,Deadpool 2,,8.2,movie,2018,119,"Action,Adventure,Comedy",7.8,325468.0,0.39999999999999947,Action
688,2018,Summer,Annabelle: Creation,,4.8,movie,2017,109,"Horror,Mystery,Thriller",6.5,83334.0,-1.7000000000000002,Horror
690,2018,Summer,Game Night,,8.5,movie,2018,100,"Action,Comedy,Crime",7.0,137711.0,1.5,Action
694,2018,Summer,The Seventh Seal,,9.5,movie,1957,96,"Drama,Fantasy",8.2,139395.0,1.3000000000000007,Drama
695,2018,Summer,The Trip to Spain,,7.3,movie,2017,108,"Comedy,Drama",6.6,3659.0,0.7000000000000002,Comedy
698,2018,Summer,Thelma,,6.5,movie,2017,116,"Drama,Fantasy,Horror",7.0,18771.0,-0.5,Drama
699,2018,Summer,Autumn Sonata,,9.1,movie,1978,99,"Drama,Music",8.3,20151.0,0.7999999999999989,Drama
701,2018,Summer,A Horrible Woman,,4.5,movie,2017,86,Drama,6.7,1017.0,-2.2,Drama
702,2018,Summer,Justice League,,2.7,movie,2017,120,"Action,Adventure,Fantasy",6.5,303499.0,-3.8,Action
709,2018,Summer,The Ritual,,5.1,movie,2017,94,"Horror,Mystery,Thriller",6.3,47239.0,-1.2000000000000002,Horror
710,2018,Summer,Ant-Man and the Wasp,,8.1,movie,2018,118,"Action,Adventure,Comedy",7.2,174479.0,0.8999999999999995,Action
711,2018,Summer,Set It Up,,7.2,movie,2018,105,"Comedy,Romance",6.5,27207.0,0.7000000000000002,Comedy
712,2018,Summer,Hannah Gadsby: Nanette,,10.0,tvSpecial,2018,69,Comedy,8.5,5784.0,1.5,Comedy
713,2018,Summer,Jumanji: Welcome to the Jungle,,6.8,movie,2017,119,"Action,Adventure,Comedy",7.0,223107.0,-0.20000000000000018,Action
715,2018,Summer,Marshall,,6.4,movie,2017,118,"Biography,Drama",7.2,13083.0,-0.7999999999999998,Biography
716,2018,Summer,She's Beautiful When She's Angry,,7.5,movie,2014,92,"Documentary,History",7.9,1235.0,-0.40000000000000036,Documentary
717,2018,Summer,Demetri Martin: The Overthinker,,6.5,tvSpecial,2018,,Comedy,7.2,883.0,-0.7000000000000002,Comedy
718,2018,Summer,Eighth Grade,,9.7,movie,2018,93,"Comedy,Drama",7.5,25241.0,2.1999999999999993,Comedy
719,2018,Summer,BlacKkKlansman,,9.6,movie,2018,135,"Biography,Crime,Drama",7.6,74038.0,2.0,Biography
720,2018,Fall,Greg Davies: You Magnificent Beast,,9.0,tvSpecial,2018,66,Comedy,7.1,964.0,1.9000000000000004,Comedy
721,2018,Fall,Mission: Impossible - Fallout,,8.8,movie,2018,147,"Action,Adventure,Thriller",7.9,196611.0,0.9000000000000004,Action
722,2018,Fall,Last Shift,,6.2,movie,2014,90,"Horror,Mystery,Thriller",5.8,14301.0,0.40000000000000036,Horror
725,2018,Fall,Moana,,8.4,movie,2016,107,"Adventure,Animation,Comedy",7.6,211372.0,0.8000000000000007,Adventure
726,2018,Fall,Girls Trip,,7.3,movie,2017,122,"Comedy,Drama",6.2,27589.0,1.0999999999999996,Comedy
727,2018,Fall,Constantine,,4.3,movie,2005,121,"Action,Fantasy,Horror",7.0,270863.0,-2.7,Action
733,2018,Fall,Venom,,6.1,movie,2018,112,"Action,Sci-Fi",6.8,194705.0,-0.7000000000000002,Action
735,2018,Fall,Daniel Sloss: Dark,,9.7,,,,,,,,
736,2018,Fall,A Night in Heaven,,2.5,movie,1983,83,"Drama,Romance",4.2,1034.0,-1.7000000000000002,Drama
740,2018,Fall,A Star Is Born,,7.3,movie,2018,136,"Drama,Music,Romance",8.1,124434.0,-0.7999999999999998,Drama
741,2018,Fall,Halloween ,2018.0,8.9,movie,2018,106,"Horror,Thriller",6.9,62032.0,2.0,Horror
742,2018,Fall,Sky Captain and the World of Tomorrow,,2.5,movie,2004,106,"Action,Adventure,Mystery",6.1,77936.0,-3.5999999999999996,Action
743,2018,Fall,Action Jackson,,8.3,movie,1988,96,"Action,Comedy,Crime",5.3,8900.0,3.000000000000001,Action
748,2018,Fall,Skyscraper,,3.2,movie,2018,102,"Action,Adventure,Crime",5.9,65116.0,-2.7,Action
752,2018,Fall,Slice,,2.7,movie,2018,83,"Comedy,Crime,Fantasy",4.5,1640.0,-1.7999999999999998,Comedy
753,2018,Fall,Green Book,,6.8,movie,2018,130,"Biography,Comedy,Drama",8.3,11623.0,-1.5000000000000009,Biography
754,2018,Fall,The Brainwashing of My Dad,,5.5,movie,2015,90,Documentary,6.7,587.0,-1.2000000000000002,Documentary
755,2018,Fall,Barbarella,,4.5,movie,1968,98,"Adventure,Comedy,Fantasy",5.9,28553.0,-1.4000000000000004,Adventure
756,2018,Fall,Look Who's Talking Now,,2.1,movie,1993,96,"Comedy,Family,Romance",4.3,25276.0,-2.1999999999999997,Comedy
758,2018,Fall,Mom and Dad,,5.3,movie,2017,86,"Comedy,Horror,Thriller",5.5,13896.0,-0.20000000000000018,Comedy
760,2018,Fall,Mandy,,9.0,movie,2018,121,"Action,Fantasy,Horror",6.6,31438.0,2.4000000000000004,Action
761,2018,Fall,Spider-Man: Into the Spider-Verse,,9.6,movie,2018,117,"Action,Adventure,Animation",8.7,55717.0,0.9000000000000004,Action
762,2018,Fall,Perfect Stranger,,1.6,movie,2007,109,"Crime,Drama,Horror",5.7,41705.0,-4.1,Crime
763,2018,Fall,Incredibles 2,,7.7,movie,2018,118,"Action,Adventure,Animation",7.8,157888.0,-0.09999999999999964,Action
764,2018,Fall,Ricky Gervais: Humanity,,6.6,tvSpecial,2018,79,Comedy,7.9,6709.0,-1.3000000000000007,Comedy
765,2018,Fall,Holiday in Handcuffs,,2.1,tvMovie,2007,86,"Comedy,Crime,Family",6.3,5317.0,-4.199999999999999,Comedy
768,2018,Fall,Vice,,5.2,movie,2015,96,"Action,Adventure,Sci-Fi",4.2,14182.0,1.0,Action
775,2018,Fall,The Foreigner,,7.0,movie,2017,113,"Action,Crime,Drama",7.0,76134.0,0.0,Action
782,2018,Fall,Upgrade,,8.1,movie,2018,100,"Action,Sci-Fi,Thriller",7.6,76838.0,0.5,Action
